bairro_nome,n_partes_originais,area_bairro_geom_ha,area_pixel_total_ha,area_land_ha,area_agua_ha,area_urbana_ha,area_vegetacao_ha,area_lst_valid_ha,pct_land,pct_agua,pct_urbana_land,pct_vegetacao_land,pct_lst_valid_land,LST_C_median_mean,LST_C_median_median,LST_C_p75_mean,LST_C_p75_median,LST_C_p90_mean,LST_C_p90_median,NDVI_median_mean,NDVI_median_median,NDBI_median_mean,NDBI_median_median,MNDWI_median_mean,MNDWI_median_median,n_obs_validas_mean,n_obs_validas_median,lst_valid_mask_mean,lst_valid_mask_median,bairro_nome_title,lst_median_norm,lst_p75_norm,urban_norm,ndbi_norm,ndvi_norm,ndvi_inverse_norm,utvi_exploratory,utvi_rank,utvi_class,quality_flag
PASSO DA AREIA,1,210.1677750820096,209.927329117381,209.927329117381,0.0,209.927329117381,0.0,209.927329117381,100.0,0.0,100.0,0.0,100.0,39.034642063843776,39.09512554481192,41.3219725447365,41.43792438719301,47.36504976294781,47.46814277496298,0.3490211996076203,0.3340925048840673,-0.0046217212799357,0.0176630690662255,-0.3930068878485834,-0.4040680321198749,6.548083856748833,6.000000000000004,1.0,1.0,Passo Da Areia,0.8511646102251158,0.7755798791727457,1.0,0.816274816972294,0.2158688737128351,0.7841311262871649,0.8454300865314641,11,muito alta,ok
SANTANA,1,153.5381465798553,153.35550395481138,153.35550395481138,0.0,153.35550395481138,0.0,153.35550395481138,100.0,0.0,100.0,0.0,100.0,38.24915326516487,38.16982561739643,40.569031820603286,40.51834392575285,46.566846390853854,46.513384313333376,0.3072959146103801,0.2831396837809079,0.0158995347235648,0.0333032345824258,-0.3664339403351843,-0.3690070960251936,6.441100378242619,6.000000000000003,1.0,1.0,Santana,0.7800692492145805,0.7180466616924254,1.0,0.8614974852211004,0.143763413068819,0.856236586931181,0.8431699966118575,12,muito alta,ok
BOM FIM,1,49.60598795777764,49.542833615664165,49.542833615664165,0.0,49.542833615664165,0.0,49.542833615664165,100.0,0.0,100.0,0.0,100.0,37.49583965261786,37.45911263000003,40.17031846608622,40.14396734000002,45.53499126177613,45.487513867712025,0.2776171565553778,0.2523924890348966,0.0317630548580934,0.0484336608631221,-0.3493651404206208,-0.3539927864100697,6.162195886554465,5.999999999999997,1.0,1.0,Bom Fim,0.7118860958351096,0.6875804358628342,1.0,0.8964559062933619,0.09247555437498892,0.9075244456250111,0.8406893767232633,13,muito alta,ok
AZENHA,1,138.98637589660262,138.8041514890158,138.8041514890158,0.0,138.8041514890158,0.0,126.86654822884816,100.0,0.0,100.0,0.0,91.39967851673924,38.4460870239917,38.4779774695592,40.71017021325167,40.7200611063022,46.364487671425486,46.34288230839286,0.3390737161210261,0.2988267867751648,-0.0059412800762977,0.0294227878772906,-0.3750251455996883,-0.3771425008539856,5.242174510070591,5.999999999999996,0.913990901154246,1.0,Azenha,0.7978939167368969,0.7288312368638779,1.0,0.8133669067706721,0.19867862853902601,0.8013213714609739,0.8282826863664841,14,muito alta,ok
VILA IPIRANGA,1,181.74323105271333,181.50021288292663,181.50021288292663,0.0,181.50021288292663,0.0,176.66142652248053,100.0,0.0,100.0,0.0,97.33400513223238,38.499898043506334,38.54982278373624,41.3890753327489,41.3420010425423,47.22874395819474,47.34395601254368,0.3794586064500277,0.345984742310228,-0.0146670231276094,0.0176668863289841,-0.4170776238669909,-0.4317637876617167,7.606911642798886,8.0,0.9733421488047092,1.0,Vila Ipiranga,0.8027644048522872,0.7807072938184311,1.0,0.7941379968459342,0.2684677532969117,0.7315322467030883,0.8218283884439481,15,muito alta,ok
CENTRO HISTÓRICO,1,243.7815763132648,243.4803941892349,239.1747111105452,4.305683078689902,239.1747111105452,0.0,238.1556740846704,98.23160994418988,1.7683900558101984,100.0,0.0,99.57393613181632,36.398000804962,36.21593257768398,38.63557597373132,38.3396905002826,45.4856049865811,45.15696765324219,0.2342525881245912,0.1912082503603756,0.03794663734746,0.0606555306744982,-0.3132303043809296,-0.3142670943691122,7.432224269363629,6.9999999999999964,0.9957572717607304,1.0,Centro Histórico,0.6125196257635368,0.5703086895502766,1.0,0.9100826599120514,0.017537248200743785,0.9824627517992562,0.8150747454050242,16,muito alta,ok
INDEPENDÊNCIA,1,44.223929542261615,44.16339086636024,44.16339086636024,0.0,44.16339086636024,0.0,44.16339086636024,100.0,0.0,100.0,0.0,100.0,37.104436480835226,36.9023583867614,39.86616399622815,39.97194119890848,45.49059697563334,45.53668672969073,0.2881131529991593,0.2553325047095616,0.003097040018201,0.0294271513084659,-0.3301225691055787,-0.3350246847820229,6.538447746784816,7.0,1.0,1.0,Independência,0.6764598111505203,0.6643395820996104,1.0,0.833284642365916,0.11061368473280142,0.8893863152671986,0.812694070176649,17,muito alta,ok
MENINO DEUS,1,230.3452682955631,230.0649185959324,230.0649185959324,0.0,230.0649185959324,0.0,230.0649185959324,100.0,0.0,100.0,0.0,100.0,37.88497215970983,37.96898314608343,39.94847418188173,40.096201187670886,45.514117592163394,45.589980777884136,0.3373545318474569,0.3102227316872198,-0.0098606726730174,0.0096826864775878,-0.3681510779464521,-0.3729758875605284,5.760097083395646,5.9999999999999964,1.0,1.0,Menino Deus,0.7471068604331133,0.6706290145346859,1.0,0.8047297458138551,0.19570770637550203,0.804292293624498,0.8053515828812305,18,muito alta,ok
BOM JESUS,1,210.20006793025613,209.95196042347172,209.95196042347172,0.0,209.95196042347172,0.0,209.95196042347172,100.0,0.0,100.0,0.0,100.0,38.248281116652805,38.17126602564121,40.48915289312971,40.485769340000026,47.19221790283231,47.09263785323573,0.3887070980536396,0.3688606240938524,-0.0049910349446413,0.0095424558750765,-0.4174994618381711,-0.4229727546618901,7.633196860991099,7.000000000000004,1.0,1.0,Bom Jesus,0.7799903101979779,0.7119430049779844,1.0,0.8154609608742128,0.28445007067077405,0.715549929329226,0.8045888410758802,19,muito alta,ok
MEDIANEIRA,1,139.96729832962026,139.7869573336606,139.7869573336606,0.0,139.7869573336606,0.0,137.99070704932888,100.0,0.0,100.0,0.0,98.71500866848098,37.86097686858746,37.8907379392054,40.675662433391565,40.65582706637365,46.5631145084871,46.45426059388938,0.3733473831735092,0.3539780703029334,-0.0078754183872787,0.0054104256497736,-0.4100769148458534,-0.4150915909362567,7.175818647478506,6.999999999999999,0.9871507844554982,1.0,Medianeira,0.7449350231163147,0.7261944508064626,1.0,0.8091046483996505,0.25790694899129823,0.7420930510087018,0.8044654346662259,20,muito alta,ok
VILA JARDIM,1,146.82885104225997,146.6583488421113,146.6583488421113,0.0,146.6583488421113,0.0,146.6583488421113,100.0,0.0,100.0,0.0,100.0,38.67842299111567,38.71983276709462,41.09098582914118,41.03064635785333,46.83977455935079,46.85719831284717,0.4089615102993317,0.3962087780388479,-0.0311721479377869,-0.0213968467018879,-0.4162167072086849,-0.4277713421882659,6.768025963616879,6.999999999999999,1.0,1.0,Vila Jardim,0.8189228728291944,0.7579298723163508,1.0,0.757765672287999,0.31945171835624886,0.6805482816437511,0.8030333398154591,21,muito alta,ok
COSTA E SILVA,1,179.5740571089392,179.35389866262085,179.35389866262085,0.0,179.22778912882004,0.1261095338007983,179.35389866262085,100.0,0.0,99.92968676190416,0.0703132380958278,100.0,38.4952671707658,38.659512259210544,40.97717884873187,41.1549960076436,48.198303081104925,48.40901778567063,0.4046912998888494,0.3498359436688583,-0.0311122357519422,0.013895002212925,-0.4169216294981953,-0.4278523689928619,7.1886962606188,7.0,1.0,1.0,Costa E Silva,0.8023452600219142,0.7492337272616316,0.9992968676190417,0.7578977007030264,0.31207236819207224,0.6879276318079277,0.7993402374827083,22,alta,ok
JARDIM SÃO PEDRO,1,103.17589389699712,103.04556736361752,103.04556736361752,0.0,102.8515183110448,0.1940490525727178,57.64594805909719,100.0,0.0,99.81168617191656,0.18831382808343,55.94219094906002,38.07518670863653,38.14235459828891,40.352219604564624,40.35292642081215,46.88718310795653,46.83713041454127,0.3589299867616483,0.330160531293563,-0.030955900456097,0.0020762198405957,-0.3808132048467246,-0.3960418498145817,3.5948030448599497,5.999999999999998,0.5594353706304043,1.0,Jardim São Pedro,0.7643233656820032,0.7014797474879871,0.9981168617191656,0.7582422166146442,0.2329922477583798,0.7670077522416202,0.797833988749084,23,alta,caution_low_lst_valid
SANTA CECÍLIA,1,68.09954689117725,68.00319696206085,68.00319696206085,0.0,68.00319696206085,0.0,68.00319696206085,100.0,0.0,100.0,0.0,100.0,37.412811402613386,37.42427947491231,40.10186211923209,40.28452841059237,46.29946428952572,46.5473329807895,0.3380920178882186,0.3144522592148964,-0.0283584451931604,-0.0138819496858993,-0.3488001274670622,-0.3610708291352135,6.910730597696621,7.0,1.0,1.0,Santa Cecília,0.7043711275528515,0.6823495939582459,1.0,0.7639662257896607,0.1969821559254852,0.8030178440745148,0.7907409582750546,24,alta,ok
JARDIM LINDÓIA,1,87.91077235465066,87.78488459926021,87.78488459926021,0.0,87.78488459926021,0.0,54.22265985669458,100.0,0.0,100.0,0.0,61.76764952670625,37.46147917679696,37.4245039318659,40.079951329830585,39.95011164648387,47.11608566745417,47.0922641055168,0.3730176347936322,0.3304048927218758,-0.0215499754205752,0.0098686728049849,-0.408201668744223,-0.4203800140943342,4.985505637082254,8.0,0.6176673687717102,1.0,Jardim Lindóia,0.7087760954925344,0.6806753609523829,1.0,0.7789700427955557,0.257337110850487,0.7426628891495131,0.7822168776779972,25,alta,caution_low_lst_valid
AUXILIADORA,1,84.51488448235747,84.40870865676915,84.40870865676915,0.0,84.40870865676915,0.0,84.40870865676915,100.0,0.0,100.0,0.0,100.0,37.37044790610498,37.546457078500666,39.31992244865163,39.47377249538462,45.106070194645085,45.295777985000015,0.3553107404282658,0.3375358435500791,-0.0306219192714773,-0.0175125961791936,-0.36482636747233,-0.3692269380660758,5.7143372602789215,5.9999999999999964,1.0,1.0,Auxiliadora,0.7005367659642465,0.6226005278205559,1.0,0.7589782105670039,0.2267378285478227,0.7732621714521772,0.7710755351607966,26,alta,ok
JARDIM FLORESTA,1,72.42861910263655,72.34593499522,72.34593499522,0.0,72.34593499522,0.0,72.34593499522,100.0,0.0,100.0,0.0,100.0,37.73945072498116,37.61081338317852,40.35489584853472,40.284329822382574,47.648513757307626,47.65876773910169,0.4078368530631048,0.4081610217690468,-0.0428166866267521,-0.0373589758956275,-0.4022511097464717,-0.4085945970924912,7.719132254546526,8.0,1.0,1.0,Jardim Floresta,0.733935572753128,0.7016842429036642,1.0,0.7321046157741269,0.31750819830383625,0.6824918016961637,0.7700432466254166,27,alta,ok
RUBEM BERTA,1,271.34378703834415,270.97505410342814,270.95068870952304,0.0,270.87302288135464,0.0776658281683921,265.81435384572126,99.99100825203791,0.0,99.97133580706574,0.0286641929342556,98.10432854470126,38.19596526435915,38.47053458335548,40.641427538405495,41.02633016357533,46.11640136988008,46.55529776301448,0.4436161396629021,0.39664600021821,-0.0447139109056743,0.0019828514429627,-0.4381672677539517,-0.446267899643002,7.809397423229154,8.0,0.9944055766615232,1.0,Rubem Berta,0.7752551511331426,0.7235785162507684,0.9997133580706574,0.72792370481309,0.37933837973850576,0.6206616202614943,0.7694264701058307,28,alta,ok
CHÁCARA DAS PEDRAS,1,108.60599744833442,108.48004411689791,108.48004411689791,0.0,108.24707311175618,0.232971005141735,108.48004411689791,100.0,0.0,99.78524067994417,0.2147593200558491,100.0,37.66027956440345,37.61188504768401,39.80133276924914,39.70427824683545,45.90725124492306,45.890988190000016,0.4032061379289725,0.392563691291536,-0.0395547387657135,-0.0249925697286409,-0.4133165229826332,-0.4208946790842884,6.419736797781186,6.000000000000002,1.0,1.0,Chácara Das Pedras,0.7267697134151438,0.6593857404999369,0.9978524067994416,0.7392929665231985,0.3095058599643878,0.6904941400356122,0.7627589934546666,29,alta,ok
JARDIM LEOPOLDINA,1,130.04855870865535,129.88315038228154,129.88315038228154,0.0,129.88315038228154,0.0,129.88315038228154,100.0,0.0,100.0,0.0,100.0,37.25270405102364,37.27750517185196,39.44532334908313,39.408580660851406,47.360687918879634,47.40161878131763,0.3914536230950993,0.3573408115759729,-0.0210001979166577,0.0094678026600387,-0.4221871259707969,-0.4286502643140051,8.794860851866101,9.0,1.0,1.0,Jardim Leopoldina,0.6898796542424005,0.6321825799602633,1.0,0.780181586848516,0.28919634030794666,0.7108036596920533,0.7626094961486466,30,alta,ok
PARTENON,1,634.5468544147394,633.7834739164402,633.7834739164402,0.0,611.4778541591539,22.150373588911464,599.1841899177905,100.0,0.0,96.48056147323476,3.4949433837449395,94.54083525011391,37.70728809554296,37.96467870350367,39.9265995877901,40.4036802206962,46.59960775634363,47.0633382294416,0.409039340584319,0.3731583764577145,-0.0400004739322161,-0.0097786757096382,-0.4138786008096248,-0.4238740163557986,6.870876723080748,6.99999999999999,0.9454104579238533,1.0,Partenon,0.7310245016407162,0.6689575472613277,0.9648056147323476,0.7383107004495167,0.3195862168636032,0.6804137831363968,0.7567024294440611,31,alta,ok
JARDIM ITU,1,255.77865789491167,255.4624645361129,255.4624645361129,0.0,255.15182688323893,0.3106376528739929,255.4624645361129,100.0,0.0,99.87840184136716,0.121598158632843,100.0,37.84466497792611,37.904673450280896,39.61223184560082,39.65960218082702,46.69920754919335,46.77981832913396,0.4223701753696917,0.3768253276892234,-0.0425095214524917,0.0022512925179398,-0.4317140373230337,-0.4396038022574638,8.155288655848407,8.0,1.0,1.0,Jardim Itu,0.7434586179055931,0.6449362835675693,0.9987840184136716,0.7327815153153048,0.34262323106331805,0.657376768936682,0.7554674408277642,32,alta,ok
CAMAQUÃ,1,190.2852563437345,190.0555413230961,190.0555413230961,0.0,181.69980686394604,8.122951342749829,190.0555413230961,100.0,0.0,95.60353020965316,4.27398816482848,100.0,36.76918182081619,36.96755186408217,40.07143700025761,40.470052944047886,45.61252511163817,45.90679325025297,0.4059648835000018,0.3768147372303269,-0.0314303073579906,0.0017253634042455,-0.4161764531067302,-0.4229379238731585,7.310207460375659,7.0,1.0,1.0,Camaquã,0.6461155832957057,0.6800247695322084,0.9560353020965315,0.7571967666706633,0.3142732478974329,0.6857267521025672,0.7450198347395353,33,alta,ok
HIGIENÓPOLIS,1,106.48294865419524,106.34306702163865,106.34306702163865,0.0,106.34306702163865,0.0,106.34306702163865,100.0,0.0,100.0,0.0,100.0,37.621071868786224,37.65722300700534,39.543754125284856,39.465731673196295,44.95733846337427,45.21885142585101,0.4088776448134951,0.3765365969599932,-0.0684423885514731,-0.0488461802227877,-0.3829706360727314,-0.3929077160103771,5.895522217066783,5.9999999999999964,1.0,1.0,Higienópolis,0.7232209864581378,0.6397038084879005,1.0,0.6756332859204971,0.3193067904189374,0.6806932095810626,0.7438502580895195,34,alta,ok
RIO BRANCO,1,134.27761702941442,134.11536486157613,134.11536486157613,0.0,134.11536486157613,0.0,134.11536486157613,100.0,0.0,100.0,0.0,100.0,36.517534054597554,36.35835900163663,38.92438415582231,38.90752765966001,44.59852850029311,44.40672656857144,0.3656293972374735,0.3418722614710325,-0.0384406340733978,-0.0210430940347297,-0.3662688374277935,-0.3721343619140066,6.382382125543536,6.0,1.0,1.0,Rio Branco,0.6233386973402353,0.5923769127420362,1.0,0.7417481177520724,0.2445694983016577,0.7554305016983422,0.7425788459065371,35,alta,ok
SANTO ANTÔNIO,1,137.09208064007862,136.9242133229679,136.9242133229679,0.0,136.9242133229679,0.0,128.07155508401925,100.0,0.0,100.0,0.0,93.534629103132,37.45381191647213,37.46502898870668,39.77058982820561,39.96908784749749,45.95674262295379,46.03104457678168,0.4336583416828577,0.4041628071181933,-0.0582966407432226,-0.0254900361803664,-0.41990263079439,-0.4276400048317956,6.0348091555527885,6.0,0.935346801915782,1.0,Santo Antônio,0.7080821242460025,0.6570366308604251,1.0,0.6979914586946344,0.36213031008964314,0.6378696899103569,0.7401959807422838,36,alta,ok
CRISTAL,1,407.31375536330665,406.8245108429416,404.2331063369618,2.591404505979781,399.850785724322,3.5820852455847394,403.1379235310589,99.36301662340593,0.6369833765940955,98.9158927005383,0.8861434626284109,99.72907147169931,36.995716268923125,37.0922471890171,39.69041336264529,39.72358635734029,45.569150009127775,45.65262931085998,0.4206377880857443,0.4003349145721442,-0.0699543630755115,-0.0488096137916906,-0.3962460334474458,-0.4044710503559502,7.297876025036826,7.000000000000001,0.999584798105672,1.0,Cristal,0.6666194382158169,0.6509102388589888,0.9891589270053829,0.6723013494011354,0.33962949277893906,0.6603705072210609,0.7278720921404771,37,alta,ok
MOINHOS DE VENTO,1,131.3575237857139,131.19770191966322,131.19770191966322,0.0,131.19770191966322,0.0,131.19770191966322,100.0,0.0,100.0,0.0,100.0,36.053107966251495,35.97187759321751,38.43571869450907,38.47153002855274,44.40325549654446,44.27597142275443,0.3758022332764001,0.3377490306601804,-0.0644218693953409,-0.0366124618602426,-0.3501736171911997,-0.3574189551376335,6.992817712903512,6.999999999999998,1.0,1.0,Moinhos De Vento,0.5813030369091676,0.5550373249634349,1.0,0.6844932993599632,0.2621491751976062,0.7378508248023938,0.711736897206992,38,alta,ok
SANTA ROSA DE LIMA,1,550.5717554117643,549.9329073829107,549.9326027534469,0.0,429.113812599492,102.2673974621822,547.0395565266125,99.99994460606744,0.0,78.03025506234225,18.59635107104789,99.4739271299157,37.91422810079998,38.90874201824889,41.15481577291204,42.52985762691818,47.41732739207143,48.81817899578924,0.4572877695336835,0.3930104529713413,-0.0747053675409268,-0.0215199418978959,-0.4222796917821005,-0.4278856738248087,7.158416505271748,6.999999999999999,0.9984421012790432,1.0,Santa Rosa De Lima,0.7497548443343546,0.7628072045139854,0.7803025506234225,0.6618315663258975,0.40296432188970704,0.597035678110293,0.7103463687815907,39,alta,ok
MONTSERRAT,1,79.63089263028232,79.52060778357232,79.52060778357232,0.0,79.52060778357232,0.0,79.52060778357232,100.0,0.0,100.0,0.0,100.0,36.10025643452112,35.92645058427445,38.20270575366523,38.04594040319236,44.238938930657326,44.08393150621734,0.3822772440194661,0.3643721997737884,-0.0595259570439983,-0.0482600525109225,-0.3601985324277559,-0.3615053187110531,6.359601855149726,6.0,1.0,1.0,Montserrat,0.5855704909815369,0.5372324914996442,1.0,0.6952824157767279,0.2733386405861496,0.7266613594138505,0.7089493515343518,40,alta,ok
TRÊS FIGUEIRAS,1,133.53283160363213,133.36315768051386,133.36315768051386,0.0,132.97488066393376,0.3882770165801048,133.36315768051386,100.0,0.0,99.70885736110849,0.2911426388915184,100.0,36.94256428335344,36.84166358202233,38.73239199539888,38.65406165794174,45.007895505720505,45.15142708729908,0.4352119963367045,0.4124048512715559,-0.0965391208780862,-0.0764553207277355,-0.3902536117130798,-0.4038192190428238,6.641875907675168,6.9999999999999964,1.0,1.0,Três Figueiras,0.6618085999086901,0.5777065325034404,0.9970885736110848,0.6137165492127051,0.3648151805346203,0.6351848194653797,0.6971010149402601,41,alta,ok
PETRÓPOLIS,1,337.1532601799777,336.76825261688697,336.76825261688697,0.0,336.6129548904942,0.1552977263927459,336.76825261688697,100.0,0.0,99.95388587695366,0.0461141230463357,100.0,36.05864521698268,36.11005525409912,38.196009929327005,38.28113007738879,44.18503244997217,44.34059153205912,0.4079761534777824,0.3865462567644306,-0.0666290552937137,-0.0486607743258157,-0.3873312702982024,-0.3944523203854026,6.96295084012757,7.000000000000004,1.0,1.0,Petrópolis,0.5818042188997978,0.5367208545201138,0.9995388587695366,0.6796293263346995,0.3177489233358856,0.6822510766641143,0.6959888670376524,42,alta,ok
JARDIM EUROPA,1,76.38105166503179,76.27422007129474,76.27422007129474,0.0,75.88590685234351,0.3883132189512253,76.27422007129474,100.0,0.0,99.49089847318234,0.5091015268176622,100.0,37.43840960673295,37.28223626916907,39.5445626704804,39.335650684470295,45.89702360397307,45.40344561500002,0.4439398503498576,0.4117396502462152,-0.1448692987821098,-0.1234094678354428,-0.3461294518533869,-0.3576937140079966,6.618269008089571,7.0,1.0,1.0,Jardim Europa,0.7066880460960088,0.6397655905181282,0.9949089847318234,0.5072113917610058,0.37989778414281034,0.6201022158571896,0.6937352457928311,43,alta,ok
HUMAITÁ,1,362.6268822711189,362.18994040267154,361.5844566066768,0.6054837959946372,324.51607842801843,35.59511018895051,318.47022346249406,99.83282699808792,0.1671730019120572,89.74834855277517,9.84420362617247,88.07630351459453,37.68518431967158,37.90665860072487,39.89308969567218,40.06292529817941,46.81976465308569,47.56084042990769,0.4520967108375536,0.4082092275986305,-0.1199717006388846,-0.079909926457828,-0.3795995271331015,-0.3808505162596702,5.857408646384035,7.000000000000001,0.880775936341694,1.0,Humaitá,0.7290238672231221,0.6663970111538117,0.8974834855277517,0.562078200148909,0.39399365389931873,0.6060063461006813,0.6921977820308551,44,alta,ok
CAVALHADA,1,376.4844826543697,376.00906485091247,375.776302700446,0.2327621504664421,336.52704304293115,39.04296553228416,375.776302700446,99.93809666515388,0.0619033348461245,89.55515305902543,10.389948821069662,100.0,36.89776056567549,37.281815171317234,39.30074075948979,39.848695011754096,44.56252129695316,45.34116186501832,0.4556722001545483,0.4162112127529595,-0.0790605701872144,-0.0409406683386833,-0.423557152367712,-0.4355741593251133,6.915158670582722,6.999999999999998,1.0,1.0,Cavalhada,0.6577533715104171,0.6211348290493033,0.8955515305902543,0.6522340112641707,0.40017245661442813,0.5998275433855719,0.6853002571599436,45,alta,ok
